"dzim","vcgr","Svars","c3_izglit","c4_Vec_izglit","c5_1_Pers_kopa","c5_2_Pers_virs15","c6_majs_veids","c7_Ekon_akt","C8_Nodarb_statuss","c9_prof_kods_1st_dig","c10_talrunis","c11_rekinu_apmaksa","c12_dzivo_pilseta","c13_prior_tranps","d1_1","d1_2","d1_3","d1_4","d1_5","d1_6","d1_7","d1_8","d1_9","d1_10","d1_11","d1_12","d2_1","d2_2","d2_3","d2_4","d2_5","d2_6","d2_7","d2_8","d2_9","d2_10","d2_11","d2_12","d3_1","d3_2","d3_3","d3_4","d4","pilseta"
"2","2",152.11,"1",20.00,3.00,1.00,"3","1","1","2","1, 2","3","1","1, 4","2","2","2","2","3","2","2","2","2","2","2","2","2","4","3","3","2","3","3","3","3","2","2","3","2","3","2","2","6, 8, 10","LIE"
"2","2",40.84,"6",10.00,3.00,1.00,"4","2",,,"1","1","2","4, 6","2","3","1","2","3","2","2","2","2","9","9","2","3","3","9","9","4","3","9","3","9","9","9","3","9","9","3","4","6, 8, 9","LIE"
"1","1",78.56,"1",20.00,3.00,3.00,"4","1","2","2","1","3","1","3, 5","3","2","9","2","2","2","2","3","2","1","1","2","2","3","1","3","4","4","1","1","3","2","2","4","2","3","2","2","6, 9","JUR"
"1","2",347.74,"4",20.00,4.00,3.00,"3","1","1","3","1","3","2","1, 6","2","2","2","2","2","2","2","2","2","2","2","2","1","9","9","9","3","2","1","1","9","2","2","2","2","3","2","3","9, 10","VAL"
"1","3",404.87,"4",20.00,4.00,4.00,"2","3",,,"1, 2","3","2","1, 6","2","2","2","2","2","2","2","2","2","1","2","2","2","3","3","3","1","2","2","2","1","2","2","2",,"2","2","2","1, 7, 8","JEL"
"2","2",16.98,"1",20.00,5.00,2.00,"3","1","1","2","1","3","3","1, 6","9","2","2","2","2","2","2","2","2","1","1","2","1","3","9","9","2","1","2","2","9","2","1","2","3","2","1","1","5, 8, 10","JEL"
"2","2",43.84,"5",20.00,3.00,3.00,"3","1","1","8","1","3","2","4, 6","2","3","9","9","2","2","1","2","2","9","2","2","2","4","2","3","2","9","3","2","9","4","3","4","2","2","1","2","1, 5, 8","LIE"
"2","2",24.35,"1",40.00,2.00,2.00,"2","1","1","2","1, 2","2","2","5, 6","2","3","2","1","4","3","2","3","1","2","3","3","1","3","2","2","3","3","2","2","2","2","2","2","2","3","2","2","5, 8, 9","LIE"
"1","2",268.31,"3",20.00,3.00,3.00,"4","1","1","8","1","3","1","4, 5","2","2","2","1","2","2","3","3","2","2","2","2","1","4","3","9","2","9","2","2","3","2","2","3","2","3","2","1","1, 6, 8","LIE"
"2","2",11.21,"1",30.00,3.00,3.00,"2","1","1","2","1","2","2","1, 6","2","4","2","2","2","3","3","2","1","2","2","2","2","2","2","2","3","2","1","1","1","2","2","2","2","3","2","2","5, 8, 10","VAL"
"2","2",42.02,"2",20.00,1.00,1.00,"1","1","2","5","1","1","2","4, 6","2","4","9","1","1","3","2","1","9","1","2","2","3","4","4","9","9","9","2","2","1","1","1","2","1","4","1","1","5, 8","REZ"
"1","1",42.71,"6",10.00,4.00,3.00,"3","4",,,"1","3","2","1, 6","2","2","2","2","2","2","2","2","2","2","3","2","2","9","3","2","9","2","2","2","9","2","2","2",,"1","1","1","1, 3, 10","VAL"
"2","2",24.02,"1",20.00,5.00,2.00,"3","1","1","3","1","3","3","1, 4","2","1","1","1","2","2","2","1","1","2","2","2","2","9","9","9","4","2","2","2","9","2","2","2","1","2","1","1","1, 6, 10","JEL"
"2","2",8.35,"1",50.00,1.00,1.00,"1","1","1","2","1","3","2","4, 6","2","2","1","1","2","1","2","2","1","2","2","1","1","2","9","2","4","2","2","1","2","2","2","2","2","3","2","2","99","VAL"
"2","2",39.23,"1",20.00,4.00,4.00,"3","4",,,"1, 2","3","2","1, 6","1","1","2","2","2","2","2","1","1","2","3","2","2","9","3","2","2","2","2","2","2","2","2","2",,"2","2","1","1, 2, 3","JEL"
"1","2",16.82,"1",20.00,3.00,3.00,"2","1","1","2","1, 2","3","1","5, 6","9","2","1","1","2","2","2","1","2","2","2","2","2","3","2","9","4","2","1","1","2","1","1","2","2","2","3","2","8, 9, 10","VAL"
"1","2",72.86,"1",30.00,2.00,2.00,"2","1","2","3","1, 2","3","2","1, 3","9","3","9","2","2","2","2","2","9","1","2","2","1","9","1","9","9","9","2","2","9","3","2","9","2","2","2","2","5, 6, 8","JUR"
"2","2",29.64,"1",20.00,2.00,2.00,"2","4",,,"1, 2","3","3","1, 6","2","3","2","1","4","2","2","2","9","1","1","4","2","9","1","2","3","4","2","2","3","2","2","4",,"2","2","2","1, 5, 10","JUR"
"1","1",226.69,"1",20.00,1.00,1.00,"1","1","1","3","1","3","1","1, 5","2","2","2","2","2","2","2","3","1","2","2","2","2","4","3","9","2","2","3","2","3","2","2","2","2","3","1","1","6, 8, 10","JEL"
"2","2",498.79,"1",20.00,3.00,2.00,"3","1","1","2","1, 2","3","1","1, 6","3","3","2","1","3","2","1","1","1","3","3","2","2","4","2","9","2","2","2","4","3","2","3","4","1","2","2","3","5, 8, 9","DAU"
"2","1",536.31,"1",20.00,5.00,5.00,"4","1","1","2","1, 2","3","2","3, 6","4","2","2","1","2","2","2","1","1","2","2","2","2","2","2","9","9","9","1","1","9","2","2","2","2","2","2","2","4, 8, 10","JEL"
"1","3",39.05,"1",20.00,2.00,2.00,"2","1","2","2","1","3","2","1, 6","9","2","9","2","3","2","2","3","9","2","2","2","1","9","9","9","3","9","2","1","2","3","2","4","1","1","1","1","99","VEN"
"1","2",39.54,"3",20.00,4.00,4.00,"3","1","1","8","1, 2","2","1","1, 5","9","4","2","3","4","3","2","2","2","3","4","2","2","3","3","2","4","3","2","2","2","3","2","3","2","4","3","3","3, 5, 7","VEN"
"2","2",12.81,"2",20.00,2.00,2.00,"2","1","1","9","1","2","2","4, 6","1","2","1","1","2","1","1","2","2","4","3","1","2","4","4","4","4","3","2","1","9","1","1","3","2","4","2","2","2, 3, 7","VEN"
"2","2",9.39,"4",20.00,1.00,1.00,"1","1","1","2","1, 2","3","2","4, 6","2","2","9","1","2","2","2","1","9","2","2","3","1","4","9","9","3","2","2","2","3","2","1","2","2","2","2","2","1, 8, 10","REZ"
"2","2",22.20,"1",30.00,4.00,3.00,"3","1","2","2","1","2","1","1, 6","1","2","1","1","1","1","1","1","1","2","2","1","1","2","1","2","2","2","2","1","2","2","1","2","2","3","2","3","99","VEN"
"2","2",29.42,"2",30.00,3.00,3.00,"4","1","1","2","1","3","1","1, 6","2","3","2","2","4","2","2","2","2","2","2","2","2","3","3","3","3","3","2","2","3","3","4","3","2","2","2","1","1, 2, 10","JEL"
"2","3",211.45,"3",30.00,2.00,2.00,"4","1","1","1","1","3","2","4, 6","2","2","1","2","2","2","1","1","2","2","2","2","2","4","2","2","3","3","2","2","2","2","2","3","3","3","2","2","6, 8, 9","VEN"
"2","2",18.79,"4",20.00,4.00,4.00,"3","4",,,"1","2","1","1, 4","2","3","9","1","3","2","2","4","2","2","1","1","2","4","3","9","2","3","3","2","3","2","1","1",,"3","3","4","1, 5, 8","REZ"
"2","2",18.79,"2",20.00,4.00,2.00,"3","1","1","4","1","3","3","1, 6","1","2","1","2","2","3","2","1","1","2","2","2","1","3","2","9","3","2","2","2","2","2","2","2","1","2","2","2","1, 8, 10","REZ"
"2","2",51.34,"1",20.00,5.00,5.00,"3","1","1","5","1","2","1","3, 4","3","2","2","1","2","2","2","1","1","1","1","1","2","2","1","2","4","4","2","1","2","2","2","2","2","3","2","2","4, 5","JUR"
"2","2",18.12,"4",20.00,2.00,2.00,"4","1","1","4","1, 2","3","2","1, 5","3","2","2","2","2","2","1","3","2","3","2","1","1","3","2","2","9","2","1","1","2","9","2","2","2","2","2","1","2, 4, 8","VEN"
"2","2",133.20,"1",30.00,3.00,2.00,"3","1","1","2","1","3","3","1, 6","2","3","2","1","3","2","2","2","2","2","2","2","1","4","2","9","3","2","2","2","2","2","2","2","2","3","1","2","5, 8, 9","REZ"
"1","2",21.71,"1",50.00,5.00,5.00,"3","1","1","3","1","3","2","1, 6","9","2","2","1","2","2","2","2","2","1","2","2","1","4","9","9","9","9","2","2","9","2","2","3","2","2","2","1","3, 8","VAL"
"2","2",30.75,"2",20.00,3.00,3.00,"3","1","1","3","1","2","1","3, 4","2","3","2","2","3","2","4","2","9","2","2","2","2","4","9","9","4","3","3","2","1","2","3","4","2","2","2","2","5, 8, 10","DAU"
"2","2",51.66,"1",20.00,2.00,1.00,"4","1","1","1","1","3","1","1, 6","9","4","2","2","2","2","1","2","2","2","2","2","2","3","2","2","2","3","2","2","3","2","9","2","2","2","2","1","5, 6, 8","LIE"
"1","2",67.95,"9",30.00,3.00,3.00,"3","1","1","2","1","3","2","1, 6","2","2","2","2","2","1","1","2","2","2","2","1","1","2","2","2","3","2","1","1","1","2","2","1","1","2","2","1","2, 8","VEN"
"2","1",60.12,"1",20.00,5.00,5.00,"4","1","2","2","1","3","3","4, 6","2","2","1","1","2","2","2","1","1","3","2","2","2","4","2","1","4","2","3","2","1","2","2","2","2","2","2","2","1, 8, 9","VAL"
"2","2",204.51,"5",20.00,5.00,5.00,"3","1","1","5","1","1","1","4, 6","2","2","9","2","3","2","2","1","2","3","2","2","2","4","3","3","4","2","3","2","3","3","2","2","1","2","2","2","2, 5, 6","LIE"
"1","1",48.86,"1",20.00,5.00,5.00,"4","1","1","2","1","3","1","1, 5","2","4","2","2","3","3","2","2","2","2","2","3","2","4","3","3","3","3","3","3","2","3","3","3","2","3","2","2","1, 5, 8","REZ"
"2","2",49.52,"1",40.00,2.00,1.00,"2","1","1","3","1","3","1","1, 6","2","2","2","1","3","3","2","1","1","2","2","1","1","3","1","2","2","1","1","1","2","2","2","1","1","2","2","1","3, 8, 10","JEL"
"2","2",10.85,"4",20.00,2.00,2.00,"2","1","1","4","1, 2","3","2","1, 4","1","2","9","1","2","2","1","2","2","2","2","2","1","4","2","9","9","9","1","1","9","1","2","9","2","2","2","1","5, 8, 10","REZ"
"2","2",17.22,"2",20.00,2.00,1.00,"4","1","1","5","1","3","2","4, 6","2","2","2","2","2","2","2","2","2","2","2","2","1","2","3","2","9","2","1","1","9","9","2","2","2","2","2","2","6, 8, 10","LIE"
"2","2",293.92,"1",20.00,1.00,1.00,"1","1","1","3","1","3","2","4, 6","2","3","9","1","3","3","2","2","9","2","2","3","2","4","9","9","9","9","3","2","9","2","2","2","2","2","2","2","8, 9, 10","REZ"
"1","2",21.68,"4",20.00,4.00,4.00,"3","1","2","7","1, 2","3","1","1, 6","1","2","1","1","2","2","2","1","1","1","1","2","2","3","4","9","2","1","2","2","9","2","2","2","2","2","1","1","5, 8, 10","JEK"
"1","2",24.24,"1",20.00,5.00,4.00,"3","1","1","2","1","3","3","1, 6","3","3","3","3","4","3","3","2","2","2","3","2","2","4","9","9","3","3","4","3","9","3","3","4","2","3","2","1","1, 5, 6","JEK"
"2","2",80.57,"1",50.00,4.00,3.00,"4","1","1","2","1","2","1","4, 6","4","2","2","2","2","2","2","2","2","1","1","4","3","4","9","9","4","3","3","2","3","9","2","3","2","4","2","1","4, 5, 8","JEL"
"2","2",147.11,"3",20.00,4.00,4.00,"3","1","1","7","1","2","1","3, 6","9","3","2","2","2","2","1","1","1","2","3","2","2","3","9","9","9","2","2","2","9","3","3","3","2","2","2","2","2, 3, 8","JEL"
"2","2",22.20,"1",30.00,4.00,3.00,"3","1","1","2","1","3","1","1, 6","9","3","2","2","2","2","2","3","2","2","2","1","2","3","3","3","3","2","2","1","2","3","2","2","2","2","2","2","5, 8","VEN"
"2","2",12.81,"4",20.00,1.00,1.00,"1","4",,,"1","1","1","4, 6","4","3","1","1","1","1","1","1","1","3","1","1","2","3","1","9","9","2","1","1","2","9","1","2",,"4","4","4","2, 4, 9","VEN"
"1","2",48.93,"1",20.00,5.00,5.00,"4","1","1","3","1","3","1","1, 6","1","1","1","1","2","1","1","1","1","1","1","1","1","9","2","9","9","9","2","2","2","2","2","2","2","2","1","1","99","VEN"
"2","2",16.27,"2",20.00,3.00,3.00,"4","1","1","4","1","2","1","1, 6","2","2","2","2","3","2","2","2","2","2","2","2","2","3","4","3","3","2","2","2","3","3","2","2","2","2","2","2","5, 8, 10","REZ"
"2","1",34.53,"1",20.00,4.00,2.00,"3","4",,,"1","3","3","1, 6","2","2","2","2","2","2","1","3","1","2","2","2","2","9","9","9","3","2","2","2","3","2","2","2",,"9","1","1","99","JEL"
"2","2",16.98,"4",30.00,3.00,2.00,"2","1","1","4","1","1","3","4, 6","1","2","9","2","9","2","2","2","2","2","2","1","2","9","2","9","3","9","2","2","9","9","2","9","2","3","3","2","99","JEL"
"2","2",59.28,"1",30.00,1.00,1.00,"1","1","1","1","1","3","2","1, 6","2","2","1","1","1","2","2","2","2","2","2","2","1","3","3","3","9","3","2","2","2","2","2","2","2","2","2","2","1, 5, 8","VAL"
"2","2",38.35,"1",20.00,4.00,3.00,"3","1","1","2","1","9","1","1, 6","3","4","3","3","4","3","3","2","2","2","2","3","3","4","9","9","3","3","3","3","9","9","9","3","2","2","3","3","1, 5, 10","JEK"
"2","2",242.62,"1",20.00,2.00,2.00,"2","1","1","2","1","3","3","1, 3","3","2","1","2","2","2","2","1","1","1","1","2","1","9","2","2","3","2","2","2","9","2","2","2","2","2","1","2","4, 5, 8","JEL"
"2","1",65.88,"5",,1.00,1.00,"1","2",,,"1","1","1","4, 6","2","3","9","3","4","2","2","1","2","2","4","2","3","4","3","2","9","3","2","2","9","3","3","3","9","4","3","4","6, 8, 9","DAU"
"1","1",290.43,"2",20.00,3.00,3.00,"4","1","1","3","1","3","1","1, 4","1","2","1","1","3","2","2","2","2","2","2","2","1","2","1","2","3","2","1","1","2","2","2","2","1","2","2","1","8, 9, 10","LIE"
"2","2",36.30,"1",40.00,4.00,3.00,"3","1","1","3","1","3","2","1, 3","3","2","9","2","3","2","1","1","1","1","2","2","3","1","2","4","9","9","4","4","9","9","4","9","2","2","2","2","1, 8, 10","JUR"
"2","1",57.78,"4",20.00,5.00,4.00,"4","2",,,"1","9","1","1, 6","3","3","3","2","3","2","3","2","2","2","2","3","2","3","2","9","2","9","2","2","9","3","3","3","9","2","3","2","4, 8","JEL"
"2","3",51.36,"2",40.00,2.00,2.00,"2","3",,,"1","1","2","4, 6","2","4","2","2","1","2","1","1","2","2","3","2","2","3","3","9","3","2","2","2","2","3","2","2",,"3","3","2","5, 6, 8","JEL"
"2","2",21.01,"2",20.00,5.00,5.00,"4","1","1","2","1","2","2","1, 6","2","3","2","2","4","2","1","1","2","3","3","2","2","4","2","2","2","3","2","2","3","3","2","3","1","2","2","1","2, 5, 10","REZ"
"2","2",32.89,"4",20.00,3.00,1.00,"3","4",,"7","1","2","1","5, 6","2","3","4","3","4","2","2","2","2","3","2","3","1","4","9","9","4","4","3","3","9","1","1","4",,"3","2","2","1, 5, 10","JEL"
"1","2",49.13,"3",20.00,5.00,4.00,"4","2",,,"1","2","3","1, 3","2","2","2","2","3","2","3","2","3","3","3","3","2","3","2","2","3","2","2","2","2","2","2","2",,"2","1","1","5, 7, 10","JEL"
"2","2",33.97,"1",20.00,2.00,2.00,"2","1","1","2","1","3","2","1, 4","3","3","2","2","3","2","1","2","2","9","2","1","1","3","1","2","2","2","2","1","9","9","9","9","3","3","2","1","4, 5, 10","JEL"
"2","2",46.98,"1",20.00,2.00,2.00,"4","1","1","2","1","2","1","4, 6","2","3","2","2","4","4","4","4","2","2","2","3","3","4","2","3","2","3","4","4","4","3","3","4","3","3","2","2","4, 8, 10","REZ"
"2","3",22.73,"1",50.00,3.00,3.00,"3","3",,,"1","3","1","1, 5","3","2","9","2","2","2","1","2","2","2","2","2","2","4","2","3","9","9","2","2","9","3","1","2",,"2","2","2","2, 5, 8","VEN"
"1","2",11.78,"1",20.00,2.00,2.00,"2","3",,,"1","3","2","1, 6","9","3","9","2","2","2","3","3","9","2","2","3","2","4","9","9","3","3","3","2","9","9","2","2",,"3","3","2","1, 5, 8","REZ"
"2","3",16.94,"1",60.00,1.00,1.00,"1","3",,,"1","1","2","5, 6","2","2","9","1","2","2","2","2","2","4","3","2","2","4","9","9","9","2","2","2","9","9","2","9",,"4","3","2","2, 3, 8","VEN"
"2","2",41.92,"9",50.00,4.00,4.00,"4","1","1","2","1, 2","3","2","1, 3","2","2","9","2","4","4","3","2","9","1","2","3","1","9","4","4","4","4","4","4","2","2","1","4","1","1","2","1","1, 10","JUR"
"1","2",42.06,"9",40.00,2.00,2.00,"2","1","1","1","1","3","3","1, 3","2","2","2","2","2","2","1","1","2","1","2","2","1","9","2","9","9","2","1","1","3","2","2","3","2","2","1","1","6, 7, 8","JUR"
"2","2",44.46,"1",20.00,3.00,3.00,"2","1","1","5","1, 2","3","2","1, 4","3","3","9","2","3","2","2","2","9","2","3","2","2","3","2","9","3","2","2","2","9","9","9","3","2","2","2","2","8, 9","JUR"
"2","2",158.47,"1",40.00,2.00,2.00,"2","1","1","1","1","3","1","4, 6","2","2","9","2","2","2","2","1","9","4","3","2","2","4","4","4","4","4","2","3","3","2","2","3","2","3","2","3","2, 8, 9","LIE"
"2","2",16.71,"4",20.00,5.00,4.00,"3","1","1","5","1","3","1","99","2","3","2","2","2","2","2","2","1","2","3","3","2","3","9","9","4","3","3","2","3","3","2","3","2","2","2","2","1, 5, 8","VAL"
"1","1",246.29,"1",20.00,4.00,2.00,"3","1","1","2","1","2","1","1, 6","3","4","3","2","4","3","3","2","3","2","1","4","3","4","1","1","2","3","2","2","1","2","2","4","2","4","2","3","5, 8, 10","LIE"
"2","2",18.12,"1",20.00,3.00,2.00,"4","1","1","2","1","1","1","4, 6","2","3","1","2","2","1","1","4","1","3","2","1","2","4","2","9","4","1","1","1","2","9","2","2","2","3","2","2","2, 3, 5","VEN"
"1","2",41.90,"1",20.00,5.00,3.00,"3","1","1","1","1","3","3","1, 6","2","2","1","1","2","1","1","2","1","1","1","2","1","2","2","3","2","2","2","1","2","2","2","2","2","1","2","1","5, 8, 10","LIE"
"1","2",13.73,"2",20.00,2.00,2.00,"4","1","1","3","1, 2","3","1","1, 5","2","3","3","2","3","3","2","1","2","1","2","2","2","3","2","3","3","3","1","1","3","2","2","3","1","2","2","2","5, 6, 10","VAL"
"2","2",41.92,"1",30.00,2.00,2.00,"1","1","2","1","1","3","3","1, 3","2","2","2","1","4","2","2","3","9","1","2","3","2","9","2","9","9","2","2","2","9","2","2","2","9","9","9","2","5, 6, 10","JUR"
"2","2",38.45,"4",20.00,3.00,3.00,"3","4",,,"1, 2","2","2","1, 4","2","4","2","2","2","2","2","2","2","4","4","2","3","4","9","9","4","4","3","2","2","9","2","3",,"4","2","2","2, 5, 7, 8","VEN"
"1","2",238.27,"1",30.00,1.00,1.00,"1","1","1","2","1","3","1","1, 6","2","3","9","1","2","2","1","1","9","3","3","3","1","4","1","2","4","3","2","3","4","4","4","2","2","2","2","3","5, 8, 9","LIE"
"2","2",29.42,"2",20.00,3.00,3.00,"4","1","1","4","1","3","1","4, 6","3","3","2","2","4","2","1","2","3","2","2","2","2","4","4","9","3","4","3","3","1","9","9","3","2","3","3","2","5, 6, 8","JEL"
"2","2",469.27,"1",20.00,4.00,2.00,"3","1","1","2","1","3","2","1, 4","1","3","2","2","2","2","1","1","1","2","2","2","2","4","3","2","2","2","2","2","3","2","2","3","2","2","2","2","5, 7, 8","DAU"
"2","2",8.91,"4",20.00,2.00,2.00,"2","3",,,"1","1","2","4, 6","3","3","2","2","3","2","2","1","2","2","2","2","2","4","4","9","9","3","2","2","9","2","2","2",,"3","2","2","5, 8, 10","JEK"
"2","2",16.98,"1",40.00,1.00,1.00,"1","1","1","2","1","3","1","1, 6","3","3","2","1","4","3","3","2","3","3","3","3","2","4","9","9","4","3","3","3","9","2","2","2","2","3","2","3","4, 5, 10","JEL"
"2","2",7.28,"1",40.00,2.00,2.00,"2","1","1","2","1","3","1","1, 4","2","3","9","2","4","3","3","1","9","9","9","3","4","4","4","4","4","4","4","2","4","3","2","4","2","2","2","3","5, 8, 10","JEK"
"2","2",29.64,"1",20.00,2.00,2.00,"2","1","1","2","1","3","2","1, 5","2","2","2","2","2","2","2","2","2","2","4","2","1","3","1","2","3","3","2","2","2","2","2","3","2","3","3","1","2, 3, 8","JUR"
"1","2",19.42,"4",20.00,2.00,2.00,"2","1","2","7","1","3","2","1, 6","1","2","1","2","2","2","1","2","2","2","3","2","2","3","3","9","4","2","1","1","9","9","2","3","1","2","2","2","3, 8, 9","VAL"
"2","1",9.05,"6",10.00,2.00,2.00,"4","4",,,"1","9","1","1, 6","2","3","3","4","3","2","3","3","2","1","1","2","3","4","1","9","9","3","2","2","9","2","2","3",,"2","3","2","5, 6, 7","REZ"
"2","2",144.38,"1",20.00,2.00,2.00,"2","1","1","4","1","3","1","1, 6","2","2","2","1","2","2","2","1","1","2","3","2","2","4","2","2","4","2","2","2","1","2","3","2","2","2","3","1","5, 6, 8","REZ"
"2","2",31.40,"1",50.00,1.00,1.00,"1","2",,"2","1","3","2","1, 6","2","2","2","2","2","2","2","3","2","3","2","2","2","3","9","2","2","2","2","2","2","2","2","3","9","2","2","2","2, 8","VEN"
"2","2",106.17,"1",20.00,3.00,2.00,"3","1","1","2","1","3","2","1, 4","2","2","3","2","2","2","2","3","2","2","2","2","2","4","2","9","3","9","3","9","9","9","9","9","2","2","2","2","5, 7, 8","LIE"
"2","2",100.52,"1",30.00,3.00,2.00,"3","1","1","4","1","3","3","1, 4","3","4","4","4","4","4","2","3","1","4","1","3","2","4","3","3","4","3","3","2","3","3","9","3","2","2","1","2","10, 5, 8","JUR"
"2","2",50.46,"1",20.00,1.00,1.00,"1","1","1","2","1","1","1","1, 6","9","2","1","1","1","2","2","3","1","4","2","1","2","4","3","4","4","3","2","2","2","9","9","9","2","3","2","2","2, 5, 10","VEN"
"2","1",285.88,"4",20.00,3.00,3.00,"4","4",,,"1","2","1","4, 6","2","3","2","3","3","3","2","3","2","2","2","1","2","3","2","9","4","2","2","1","2","2","9","2",,"3","2","2","5, 8, 10","LIE"
"1","2",108.19,"4",20.00,4.00,4.00,"4","1","1","5","1","3","1","5, 6","2","2","2","2","2","2","2","2","2","2","2","2","1","2","9","9","3","9","2","1","2","2","2","2","2","1","2","1","99","LIE"
"2","1",37.63,"4",20.00,4.00,4.00,"3","2",,"5","1, 2","3","1","1, 6","2","3","2","1","2","2","2","1","2","2","3","2","2","4","9","2","4","2","2","2","1","2","2","1",,"2","3","2","3, 5, 8","VAL"
"1","2",612.00,"1",30.00,1.00,1.00,"1","2",,,"1","3","1","4, 6","2","3","2","2","3","2","2","2","2","1","2","3","3","4","2","3","3","3","2","1","3","1","1","4","9","3","2","2","5, 8","DAU"
"2","1",226.01,"1",20.00,3.00,3.00,"4","1","1","4","1","3","2","4, 6","2","3","2","4","3","2","2","3","1","1","1","2","2","4","1","2","2","2","2","2","2","3","4","9","1","9","1","1","5, 8, 9","LIE"
"2","3",24.27,"2",40.00,5.00,3.00,"3","3",,,"1, 2","1","2","4, 6","1","3","2","2","2","2","2","2","2","3","3","2","1","3","9","9","3","3","4","4","4","3","1","3",,"4","3","2","1, 2, 5","VAL"
"1","2",167.61,"1",20.00,3.00,2.00,"3","2",,"2","1","2","2","1, 5","2","3","1","1","2","2","2","2","2","1","2","2","1","3","2","2","3","3","2","2","3","3","3","2","9","3","3","2","5, 8, 10","LIE"
"2","2",8.91,"1",20.00,3.00,2.00,"3","1","1","2","1","2","3","1, 4","2","2","4","4","4","4","3","3","2","1","4","2","3","1","1","9","2","2","2","2","9","9","2","2","2","3","2","2","3, 8, 10","JEK"
"2","2",9.39,"1",30.00,2.00,2.00,"2","1","1","1","1","3","1","1, 6","3","3","2","2","4","4","3","2","2","4","2","3","4","4","4","4","4","4","3","2","9","2","2","4","3","3","3","2","5, 8","REZ"
"1","1",384.61,"4",20.00,3.00,3.00,"4","4",,,"1, 2","1","1","1, 6","9","4","3","2","3","2","1","1","2","2","3","2","1","2","3","3","4","2","2","1","9","2","2","2",,"3","2","1","3, 5, 6","JEL"
"2","2",90.23,"1",20.00,3.00,2.00,"3","1","1","4","1, 2","2","2","1, 6","2","3","2","1","2","2","2","1","2","2","3","2","3","4","2","2","9","2","2","2","9","2","2","2","2","3","3","2","5, 6, 8","REZ"
"2","1",15.36,"1",20.00,4.00,4.00,"4","1","1","2","1","3","1","1, 6","2","1","2","2","3","1","2","1","2","2","1","1","1","4","9","9","2","2","2","1","9","2","1","1","1","2","1","1","10, 8","JEK"
"2","2",13.28,"4",20.00,2.00,2.00,"4","1","1","5","1","3","2","1, 3","9","4","9","1","3","2","2","3","9","9","2","3","2","4","4","9","9","4","3","3","4","4","4","4","1","3","2","2","1, 5, 6","REZ"
"1","2",30.62,"1",30.00,3.00,3.00,"4","1","1","1","1","3","3","1, 6","2","3","2","1","2","2","2","1","1","2","2","2","2","3","3","3","3","3","2","2","2","2","2","2","1","2","2","2","5, 6, 8","REZ"
"1","1",20.68,"1",20.00,3.00,2.00,"3","2",,"3","1","1","3","1, 6","2","3","9","2","2","2","2","2","1","2","2","2","3","4","3","9","2","3","3","2","3","3","2","9",,"4","3","1","5, 6, 8","REZ"
"2","2",29.64,"2",20.00,2.00,2.00,"2","1","1","3","1, 2","3","2","4, 5","3","3","2","2","3","3","3","4","2","2","2","3","2","3","2","3","4","3","3","3","3","3","3","3","2","3","2","2","5, 9, 10","JUR"
"2","2",49.58,"2",20.00,2.00,2.00,"2","1","1","1","1","3","1","1, 4","2","3","1","2","2","2","1","1","2","2","2","1","1","3","9","9","4","2","1","1","2","2","2","2","1","2","2","2","5, 8, 10","VAL"
"2","2",14.73,"1",30.00,2.00,2.00,"2","1","1","1","1, 2","9","1","1, 4","1","2","1","1","2","2","2","1","1","1","1","1","1","1","1","2","4","2","1","1","1","2","2","1","2","2","1","2","9","VAL"
"2","2",17.19,"1",40.00,4.00,3.00,"3","4",,,"1","3","2","1, 6","2","3","2","2","2","1","1","2","2","4","3","1","2","4","2","3","3","2","2","2","2","2","2","3",,"2","2","2","2, 5, 8","VEN"
"2","3",8.09,"1",50.00,1.00,1.00,"1","3",,,"1","3","2","1, 6","9","2","2","2","2","2","3","2","1","2","2","2","1","9","9","2","4","2","1","1","9","2","2","2",,"3","2","2","10, 6, 8","VAL"
"2","2",140.07,"4",20.00,5.00,3.00,"3","1","2","7","1","1","2","1, 6","9","2","2","2","2","2","2","2","2","2","2","3","1","2","9","9","4","2","2","2","2","3","3","2","1","3","2","4","1, 2, 9","JEL"
"1","3",44.46,"2",20.00,2.00,2.00,"2","3",,,"1","3","2","1, 6","1","4","2","2","2","2","1","1","1","2","2","1","1","9","1","9","9","1","2","2","2","1","1","1",,"2","2","2","5, 8, 10","DAU"
"1","3",18.71,"1",30.00,5.00,4.00,"4","3",,,"1","3","1","1, 6","4","2","2","2","2","3","2","2","2","2","2","2","2","4","2","2","4","9","2","2","1","9","9","2",,"2","2","2","4, 5, 8","VAL"
"2","2",159.89,"4",20.00,2.00,2.00,"2","1","1","9","1","3","2","4, 5","2","2","2","2","3","3","2","2","2","2","2","2","2","3","2","1","3","3","2","2","3","2","2","2","2","2","2","2","5, 10","VAL"
"1","3",421.07,"1",40.00,2.00,2.00,"2","1","2","1","1","3","2","1, 6","9","9","1","1","2","2","2","2","9","2","2","2","1","9","9","9","1","2","2","2","1","2","2","2","2","2","2","2","99","VAL"
"1","2",51.32,"4",20.00,4.00,3.00,"3","1","1","5","1","3","3","1, 6","2","3","9","2","2","2","2","2","2","2","2","2","2","3","9","9","3","2","2","1","9","9","2","9","2","2","2","1","5, 8, 10","LIE"
